Date,Store_ID,Pot_Type,Qty_Sold
2025-02-07,HH,big_taiwanese,99
2025-02-08,HH,small_beef,174
2025-02-08,HH,small_lamb,128
2025-02-08,HH,big_taiwanese,87
2025-02-09,HH,small_beef,186
2025-02-09,HH,small_lamb,110
2025-02-09,HH,big_taiwanese,93
2025-02-10,HH,small_beef,111
2025-02-10,HH,small_lamb,80
2025-02-10,HH,big_taiwanese,51
2025-02-11,HH,small_beef,140
2025-02-11,HH,small_lamb,106
2025-02-11,HH,big_taiwanese,67
2025-02-12,HH,small_beef,148
2025-02-12,HH,small_lamb,90
2025-02-12,HH,big_taiwanese,70
2025-02-13,HH,small_beef,147
2025-02-13,HH,small_lamb,104
2025-02-13,HH,big_taiwanese,71
2025-02-14,HH,small_beef,222
2025-02-14,HH,small_lamb,141
2025-02-14,HH,big_taiwanese,111
2025-02-15,HH,small_beef,208
2025-02-15,HH,small_lamb,119
2025-02-15,HH,big_taiwanese,80
2025-02-16,HH,small_beef,190
2025-02-16,HH,small_lamb,110
2025-02-16,HH,big_taiwanese,93
2025-02-17,HH,small_beef,126
2025-02-17,HH,small_lamb,82
2025-02-17,HH,big_taiwanese,56
2025-02-18,HH,small_beef,131
2025-02-18,HH,small_lamb,88
2025-02-18,HH,big_taiwanese,58
2025-02-19,HH,small_beef,106
2025-02-19,HH,small_lamb,83
2025-02-19,HH,big_taiwanese,52
2025-02-20,HH,small_beef,122
2025-02-20,HH,small_lamb,73
2025-02-20,HH,big_taiwanese,55
2025-02-21,HH,small_beef,168
2025-02-21,HH,small_lamb,114
2025-02-21,HH,big_taiwanese,77
2025-02-22,HH,small_beef,184
2025-02-22,HH,small_lamb,129
2025-02-22,HH,big_taiwanese,90
2025-02-23,HH,small_beef,174
2025-02-23,HH,small_lamb,104
2025-02-23,HH,big_taiwanese,81
2025-02-24,HH,small_beef,112
2025-02-24,HH,small_lamb,74
2025-02-24,HH,big_taiwanese,52
2025-02-25,HH,small_beef,126
2025-02-25,HH,small_lamb,80
2025-02-25,HH,big_taiwanese,58
2025-02-26,HH,small_beef,127
2025-02-26,HH,small_lamb,74
2025-02-26,HH,big_taiwanese,43
2025-02-27,HH,small_beef,128
2025-02-27,HH,small_lamb,82
2025-02-27,HH,big_taiwanese,45
2025-02-28,HH,small_beef,173
2025-02-28,HH,small_lamb,125
2025-02-28,HH,big_taiwanese,81
2025-03-01,HH,small_beef,208
2025-03-01,HH,small_lamb,131
2025-03-01,HH,big_taiwanese,86
2025-03-02,HH,small_beef,228
2025-03-02,HH,small_lamb,131
2025-03-02,HH,big_taiwanese,92
2025-03-03,HH,small_beef,108
2025-03-03,HH,small_lamb,86
2025-03-03,HH,big_taiwanese,55
2025-03-04,HH,small_beef,120
2025-03-04,HH,small_lamb,69
2025-03-04,HH,big_taiwanese,58
2025-03-05,HH,small_beef,134
2025-03-05,HH,small_lamb,93
2025-03-05,HH,big_taiwanese,61
2025-03-06,HH,small_beef,158
2025-03-06,HH,small_lamb,96
2025-03-06,HH,big_taiwanese,58
2025-03-07,HH,small_beef,241
2025-03-07,HH,small_lamb,159
2025-03-07,HH,big_taiwanese,104
2025-03-08,HH,small_beef,200
2025-03-08,HH,small_lamb,125
2025-03-08,HH,big_taiwanese,81
2025-03-09,HH,small_beef,182
2025-03-09,HH,small_lamb,114
2025-03-09,HH,big_taiwanese,84
2025-03-10,HH,small_beef,124
2025-03-10,HH,small_lamb,74
2025-03-10,HH,big_taiwanese,54
2025-03-11,HH,small_beef,173
2025-03-11,HH,small_lamb,100
2025-03-11,HH,big_taiwanese,82
2025-03-12,HH,small_beef,128
2025-03-12,HH,small_lamb,88
2025-03-12,HH,big_taiwanese,58
2025-03-13,HH,small_beef,147
2025-03-13,HH,small_lamb,93
2025-03-13,HH,big_taiwanese,62
2025-03-14,HH,small_beef,228
2025-03-14,HH,small_lamb,137
2025-03-14,HH,big_taiwanese,104
2025-03-15,HH,small_beef,182
2025-03-15,HH,small_lamb,134
2025-03-15,HH,big_taiwanese,83
2025-03-16,HH,small_beef,175
2025-03-16,HH,small_lamb,121
2025-03-16,HH,big_taiwanese,95
2025-03-17,HH,small_beef,109
2025-03-17,HH,small_lamb,76
2025-03-17,HH,big_taiwanese,50
2025-03-18,HH,small_beef,122
2025-03-18,HH,small_lamb,68
2025-03-18,HH,big_taiwanese,51
2025-03-19,HH,small_beef,118
2025-03-19,HH,small_lamb,81
2025-03-19,HH,big_taiwanese,56
2025-03-20,HH,small_beef,121
2025-03-20,HH,small_lamb,74
2025-03-20,HH,big_taiwanese,51
2025-03-21,HH,small_beef,176
2025-03-21,HH,small_lamb,110
2025-03-21,HH,big_taiwanese,74
2025-03-22,HH,small_beef,175
2025-03-22,HH,small_lamb,127
2025-03-22,HH,big_taiwanese,93
2025-03-23,HH,small_beef,175
2025-03-23,HH,small_lamb,109
2025-03-23,HH,big_taiwanese,83
2025-03-24,HH,small_beef,89
2025-03-24,HH,small_lamb,60
2025-03-24,HH,big_taiwanese,44
2025-03-25,HH,small_beef,120
2025-03-25,HH,small_lamb,82
2025-03-25,HH,big_taiwanese,56
2025-03-26,HH,small_beef,123
2025-03-26,HH,small_lamb,74
2025-03-26,HH,big_taiwanese,56
2025-03-27,HH,small_beef,136
2025-03-27,HH,small_lamb,84
2025-03-27,HH,big_taiwanese,64
2025-03-28,HH,small_beef,184
2025-03-28,HH,small_lamb,111
2025-03-28,HH,big_taiwanese,87
2025-03-29,HH,small_beef,175
2025-03-29,HH,small_lamb,113
2025-03-29,HH,big_taiwanese,92
2025-03-30,HH,small_beef,187
2025-03-30,HH,small_lamb,121
2025-03-30,HH,big_taiwanese,75
2025-03-31,HH,small_beef,108
2025-03-31,HH,small_lamb,88
2025-03-31,HH,big_taiwanese,53
2025-04-01,HH,small_beef,129
2025-04-01,HH,small_lamb,88
2025-04-01,HH,big_taiwanese,53
2025-04-02,HH,small_beef,118
2025-04-02,HH,small_lamb,77
2025-04-02,HH,big_taiwanese,61
2025-04-03,HH,small_beef,128
2025-04-03,HH,small_lamb,73
2025-04-03,HH,big_taiwanese,52
2025-04-04,HH,small_beef,164
2025-04-04,HH,small_lamb,112
2025-04-04,HH,big_taiwanese,93
2025-04-05,HH,small_beef,198
2025-04-05,HH,small_lamb,109
2025-04-05,HH,big_taiwanese,91
2025-04-06,HH,small_beef,185
2025-04-06,HH,small_lamb,118
2025-04-06,HH,big_taiwanese,86
2025-04-07,HH,small_beef,120
2025-04-07,HH,small_lamb,78
2025-04-07,HH,big_taiwanese,53
2025-04-08,HH,small_beef,109
2025-04-08,HH,small_lamb,76
2025-04-08,HH,big_taiwanese,58
2025-04-09,HH,small_beef,110
2025-04-09,HH,small_lamb,87
2025-04-09,HH,big_taiwanese,57
2025-04-10,HH,small_beef,127
2025-04-10,HH,small_lamb,78
2025-04-10,HH,big_taiwanese,46
2025-04-11,HH,small_beef,182
2025-04-11,HH,small_lamb,122
2025-04-11,HH,big_taiwanese,85
2025-04-12,HH,small_beef,178
2025-04-12,HH,small_lamb,95
2025-04-12,HH,big_taiwanese,72
2025-04-13,HH,small_beef,183
2025-04-13,HH,small_lamb,131
2025-04-13,HH,big_taiwanese,88
2025-04-14,HH,small_beef,142
2025-04-14,HH,small_lamb,85
2025-04-14,HH,big_taiwanese,59
2025-04-15,HH,small_beef,133
2025-04-15,HH,small_lamb,72
2025-04-15,HH,big_taiwanese,54
2025-04-16,HH,small_beef,118
2025-04-16,HH,small_lamb,66
2025-04-16,HH,big_taiwanese,47
2025-04-17,HH,small_beef,115
2025-04-17,HH,small_lamb,80
2025-04-17,HH,big_taiwanese,46
2025-04-18,HH,small_beef,190
2025-04-18,HH,small_lamb,133
2025-04-18,HH,big_taiwanese,91
2025-04-19,HH,small_beef,190
2025-04-19,HH,small_lamb,115
2025-04-19,HH,big_taiwanese,85
2025-04-20,HH,small_beef,171
2025-04-20,HH,small_lamb,112
2025-04-20,HH,big_taiwanese,84
2025-04-21,HH,small_beef,135
2025-04-21,HH,small_lamb,80
2025-04-21,HH,big_taiwanese,64
2025-04-22,HH,small_beef,115
2025-04-22,HH,small_lamb,74
2025-04-22,HH,big_taiwanese,60
2025-04-23,HH,small_beef,135
2025-04-23,HH,small_lamb,73
2025-04-23,HH,big_taiwanese,54
2025-04-24,HH,small_beef,116
2025-04-24,HH,small_lamb,70
2025-04-24,HH,big_taiwanese,62
2025-04-25,HH,small_beef,191
2025-04-25,HH,small_lamb,115
2025-04-25,HH,big_taiwanese,84
2025-04-26,HH,small_beef,206
2025-04-26,HH,small_lamb,156
2025-04-26,HH,big_taiwanese,116
2025-04-27,HH,small_beef,190
2025-04-27,HH,small_lamb,116
2025-04-27,HH,big_taiwanese,89
2025-04-28,HH,small_beef,116
2025-04-28,HH,small_lamb,79
2025-04-28,HH,big_taiwanese,51
2025-04-29,HH,small_beef,109
2025-04-29,HH,small_lamb,79
2025-04-29,HH,big_taiwanese,58
2025-04-30,HH,small_beef,126
2025-04-30,HH,small_lamb,84
2025-04-30,HH,big_taiwanese,49
2025-05-01,HH,small_beef,114
2025-05-01,HH,small_lamb,85
2025-05-01,HH,big_taiwanese,52
2025-05-02,HH,small_beef,174
2025-05-02,HH,small_lamb,116
2025-05-02,HH,big_taiwanese,83
2025-05-03,HH,small_beef,200
2025-05-03,HH,small_lamb,125
2025-05-03,HH,big_taiwanese,82
2025-05-04,HH,small_beef,199
2025-05-04,HH,small_lamb,114
2025-05-04,HH,big_taiwanese,84
2025-05-05,HH,small_beef,137
2025-05-05,HH,small_lamb,80
2025-05-05,HH,big_taiwanese,55
2025-05-06,HH,small_beef,114
2025-05-06,HH,small_lamb,64
2025-05-06,HH,big_taiwanese,57
2025-05-07,HH,small_beef,120
2025-05-07,HH,small_lamb,88
2025-05-07,HH,big_taiwanese,59
2025-05-08,HH,small_beef,134
2025-05-08,HH,small_lamb,84
2025-05-08,HH,big_taiwanese,64
2025-05-09,HH,small_beef,151
2025-05-09,HH,small_lamb,97
2025-05-09,HH,big_taiwanese,70
2025-05-10,HH,small_beef,141
2025-05-10,HH,small_lamb,100
2025-05-10,HH,big_taiwanese,63
2025-05-11,HH,small_beef,149
2025-05-11,HH,small_lamb,90
2025-05-11,HH,big_taiwanese,64
2025-05-12,HH,small_beef,127
2025-05-12,HH,small_lamb,73
2025-05-12,HH,big_taiwanese,56
2025-05-13,HH,small_beef,118
2025-05-13,HH,small_lamb,88
2025-05-13,HH,big_taiwanese,51
2025-05-14,HH,small_beef,107
2025-05-14,HH,small_lamb,71
2025-05-14,HH,big_taiwanese,48
2025-05-15,HH,small_beef,124
2025-05-15,HH,small_lamb,70
2025-05-15,HH,big_taiwanese,55
2025-05-16,HH,small_beef,169
2025-05-16,HH,small_lamb,121
2025-05-16,HH,big_taiwanese,82
2025-05-17,HH,small_beef,185
2025-05-17,HH,small_lamb,126
2025-05-17,HH,big_taiwanese,95
2025-05-18,HH,small_beef,168
2025-05-18,HH,small_lamb,114
2025-05-18,HH,big_taiwanese,89
2025-05-19,HH,small_beef,132
2025-05-19,HH,small_lamb,77
2025-05-19,HH,big_taiwanese,60
2025-05-20,HH,small_beef,99
2025-05-20,HH,small_lamb,63
2025-05-20,HH,big_taiwanese,42
2025-05-21,HH,small_beef,99
2025-05-21,HH,small_lamb,62
2025-05-21,HH,big_taiwanese,50
2025-05-22,HH,small_beef,126
2025-05-22,HH,small_lamb,93
2025-05-22,HH,big_taiwanese,53
2025-05-23,HH,small_beef,179
2025-05-23,HH,small_lamb,119
2025-05-23,HH,big_taiwanese,91
2025-05-24,HH,small_beef,178
2025-05-24,HH,small_lamb,132
2025-05-24,HH,big_taiwanese,81
2025-05-25,HH,small_beef,190
2025-05-25,HH,small_lamb,128
2025-05-25,HH,big_taiwanese,82
2025-05-26,HH,small_beef,121
2025-05-26,HH,small_lamb,89
2025-05-26,HH,big_taiwanese,64
2025-05-27,HH,small_beef,118
2025-05-27,HH,small_lamb,70
2025-05-27,HH,big_taiwanese,62
2025-05-28,HH,small_beef,128
2025-05-28,HH,small_lamb,78
2025-05-28,HH,big_taiwanese,52
2025-05-29,HH,small_beef,125
2025-05-29,HH,small_lamb,79
2025-05-29,HH,big_taiwanese,46
2025-05-30,HH,small_beef,143
2025-05-30,HH,small_lamb,108
2025-05-30,HH,big_taiwanese,72
2025-05-31,HH,small_beef,146
2025-05-31,HH,small_lamb,105
2025-05-31,HH,big_taiwanese,79
2025-06-01,HH,small_beef,202
2025-06-01,HH,small_lamb,123
2025-06-01,HH,big_taiwanese,90
2025-06-02,HH,small_beef,133
2025-06-02,HH,small_lamb,88
2025-06-02,HH,big_taiwanese,51
2025-06-03,HH,small_beef,119
2025-06-03,HH,small_lamb,72
2025-06-03,HH,big_taiwanese,61
2025-06-04,HH,small_beef,106
2025-06-04,HH,small_lamb,77
2025-06-04,HH,big_taiwanese,51
2025-06-05,HH,small_beef,118
2025-06-05,HH,small_lamb,81
2025-06-05,HH,big_taiwanese,60
2025-06-06,HH,small_beef,198
2025-06-06,HH,small_lamb,130
2025-06-06,HH,big_taiwanese,86
2025-06-07,HH,small_beef,191
2025-06-07,HH,small_lamb,110
2025-06-07,HH,big_taiwanese,89
2025-06-08,HH,small_beef,193
2025-06-08,HH,small_lamb,121
2025-06-08,HH,big_taiwanese,88
2025-06-09,HH,small_beef,119
2025-06-09,HH,small_lamb,75
2025-06-09,HH,big_taiwanese,51
2025-06-10,HH,small_beef,121
2025-06-10,HH,small_lamb,75
2025-06-10,HH,big_taiwanese,50
2025-06-11,HH,small_beef,121
2025-06-11,HH,small_lamb,77
2025-06-11,HH,big_taiwanese,47
2025-06-12,HH,small_beef,119
2025-06-12,HH,small_lamb,73
2025-06-12,HH,big_taiwanese,58
2025-06-13,HH,small_beef,193
2025-06-13,HH,small_lamb,122
2025-06-13,HH,big_taiwanese,91
2025-06-14,HH,small_beef,179
2025-06-14,HH,small_lamb,128
2025-06-14,HH,big_taiwanese,85
2025-06-15,HH,small_beef,144
2025-06-15,HH,small_lamb,105
2025-06-15,HH,big_taiwanese,55
2025-06-16,HH,small_beef,96
2025-06-16,HH,small_lamb,70
2025-06-16,HH,big_taiwanese,42
2025-06-17,HH,small_beef,104
2025-06-17,HH,small_lamb,62
2025-06-17,HH,big_taiwanese,46
2025-06-18,HH,small_beef,106
2025-06-18,HH,small_lamb,66
2025-06-18,HH,big_taiwanese,32
2025-06-19,HH,small_beef,126
2025-06-19,HH,small_lamb,86
2025-06-19,HH,big_taiwanese,53
2025-06-20,HH,small_beef,172
2025-06-20,HH,small_lamb,119
2025-06-20,HH,big_taiwanese,73
2025-06-21,HH,small_beef,191
2025-06-21,HH,small_lamb,129
2025-06-21,HH,big_taiwanese,77
2025-06-22,HH,small_beef,187
2025-06-22,HH,small_lamb,127
2025-06-22,HH,big_taiwanese,92
2025-06-23,HH,small_beef,131
2025-06-23,HH,small_lamb,78
2025-06-23,HH,big_taiwanese,63
2025-06-24,HH,small_beef,117
2025-06-24,HH,small_lamb,79
2025-06-24,HH,big_taiwanese,66
2025-06-25,HH,small_beef,140
2025-06-25,HH,small_lamb,87
2025-06-25,HH,big_taiwanese,53
2025-06-26,HH,small_beef,112
2025-06-26,HH,small_lamb,86
2025-06-26,HH,big_taiwanese,63
2025-06-27,HH,small_beef,177
2025-06-27,HH,small_lamb,134
2025-06-27,HH,big_taiwanese,93
2025-06-28,HH,small_beef,146
2025-06-28,HH,small_lamb,109
2025-06-28,HH,big_taiwanese,66
2025-06-29,HH,small_beef,134
2025-06-29,HH,small_lamb,94
2025-06-29,HH,big_taiwanese,60
2025-06-30,HH,small_beef,101
2025-06-30,HH,small_lamb,49
2025-06-30,HH,big_taiwanese,47
2025-07-01,HH,small_beef,122
2025-07-01,HH,small_lamb,83
2025-07-01,HH,big_taiwanese,49
2025-07-02,HH,small_beef,131
2025-07-02,HH,small_lamb,74
2025-07-02,HH,big_taiwanese,57
2025-07-03,HH,small_beef,115
2025-07-03,HH,small_lamb,79
2025-07-03,HH,big_taiwanese,52
2025-07-04,HH,small_beef,197
2025-07-04,HH,small_lamb,105
2025-07-04,HH,big_taiwanese,89
2025-07-05,HH,small_beef,182
2025-07-05,HH,small_lamb,132
2025-07-05,HH,big_taiwanese,92
2025-07-06,HH,small_beef,174
2025-07-06,HH,small_lamb,118
2025-07-06,HH,big_taiwanese,93
2025-07-07,HH,small_beef,133
2025-07-07,HH,small_lamb,76
2025-07-07,HH,big_taiwanese,52
2025-07-08,HH,small_beef,102
2025-07-08,HH,small_lamb,67
2025-07-08,HH,big_taiwanese,45
2025-07-09,HH,small_beef,101
2025-07-09,HH,small_lamb,67
2025-07-09,HH,big_taiwanese,45
2025-07-10,HH,small_beef,106
2025-07-10,HH,small_lamb,61
2025-07-10,HH,big_taiwanese,39
2025-07-11,HH,small_beef,188
2025-07-11,HH,small_lamb,118
2025-07-11,HH,big_taiwanese,94
2025-07-12,HH,small_beef,196
2025-07-12,HH,small_lamb,109
2025-07-12,HH,big_taiwanese,85
2025-07-13,HH,small_beef,206
2025-07-13,HH,small_lamb,137
2025-07-13,HH,big_taiwanese,88
2025-07-14,HH,small_beef,119
2025-07-14,HH,small_lamb,76
2025-07-14,HH,big_taiwanese,55
2025-07-15,HH,small_beef,120
2025-07-15,HH,small_lamb,80
2025-07-15,HH,big_taiwanese,48
2025-07-16,HH,small_beef,114
2025-07-16,HH,small_lamb,74
2025-07-16,HH,big_taiwanese,48
2025-07-17,HH,small_beef,115
2025-07-17,HH,small_lamb,77
2025-07-17,HH,big_taiwanese,57
2025-07-18,HH,small_beef,165
2025-07-18,HH,small_lamb,114
2025-07-18,HH,big_taiwanese,87
2025-07-19,HH,small_beef,194
2025-07-19,HH,small_lamb,117
2025-07-19,HH,big_taiwanese,76
2025-07-20,HH,small_beef,188
2025-07-20,HH,small_lamb,128
2025-07-20,HH,big_taiwanese,90
2025-07-21,HH,small_beef,124
2025-07-21,HH,small_lamb,86
2025-07-21,HH,big_taiwanese,57
2025-07-22,HH,small_beef,116
2025-07-22,HH,small_lamb,81
2025-07-22,HH,big_taiwanese,53
2025-07-23,HH,small_beef,118
2025-07-23,HH,small_lamb,83
2025-07-23,HH,big_taiwanese,61
2025-07-24,HH,small_beef,129
2025-07-24,HH,small_lamb,73
2025-07-24,HH,big_taiwanese,50
2025-07-25,HH,small_beef,216
2025-07-25,HH,small_lamb,137
2025-07-25,HH,big_taiwanese,92
2025-07-26,HH,small_beef,211
2025-07-26,HH,small_lamb,119
2025-07-26,HH,big_taiwanese,84
2025-07-27,HH,small_beef,170
2025-07-27,HH,small_lamb,127
2025-07-27,HH,big_taiwanese,78
2025-07-28,HH,small_beef,135
2025-07-28,HH,small_lamb,87
2025-07-28,HH,big_taiwanese,61
2025-07-29,HH,small_beef,110
2025-07-29,HH,small_lamb,84
2025-07-29,HH,big_taiwanese,44
2025-07-30,HH,small_beef,119
2025-07-30,HH,small_lamb,69
2025-07-30,HH,big_taiwanese,60
2025-07-31,HH,small_beef,121
2025-07-31,HH,small_lamb,69
2025-07-31,HH,big_taiwanese,54
2025-08-01,HH,small_beef,196
2025-08-01,HH,small_lamb,121
2025-08-01,HH,big_taiwanese,90
2025-08-02,HH,small_beef,205
2025-08-02,HH,small_lamb,123
2025-08-02,HH,big_taiwanese,77
2025-08-03,HH,small_beef,151
2025-08-03,HH,small_lamb,93
2025-08-03,HH,big_taiwanese,66
2025-08-04,HH,small_beef,126
2025-08-04,HH,small_lamb,77
2025-08-04,HH,big_taiwanese,44
2025-08-05,HH,small_beef,102
2025-08-05,HH,small_lamb,59
2025-08-05,HH,big_taiwanese,44
2025-08-06,HH,small_beef,93
2025-08-06,HH,small_lamb,66
2025-08-06,HH,big_taiwanese,51
2025-08-07,HH,small_beef,93
2025-08-07,HH,small_lamb,60
2025-08-07,HH,big_taiwanese,42
2025-08-08,HH,small_beef,130
2025-08-08,HH,small_lamb,88
2025-08-08,HH,big_taiwanese,63
2025-08-09,HH,small_beef,193
2025-08-09,HH,small_lamb,111
2025-08-09,HH,big_taiwanese,83
2025-08-10,HH,small_beef,202
2025-08-10,HH,small_lamb,130
2025-08-10,HH,big_taiwanese,71
2025-08-11,HH,small_beef,119
2025-08-11,HH,small_lamb,77
2025-08-11,HH,big_taiwanese,58
2025-08-12,HH,small_beef,124
2025-08-12,HH,small_lamb,69
2025-08-12,HH,big_taiwanese,48
2025-08-13,HH,small_beef,126
2025-08-13,HH,small_lamb,82
2025-08-13,HH,big_taiwanese,52
2025-08-14,HH,small_beef,124
2025-08-14,HH,small_lamb,78
2025-08-14,HH,big_taiwanese,54
2025-08-15,HH,small_beef,189
2025-08-15,HH,small_lamb,127
2025-08-15,HH,big_taiwanese,93
2025-08-16,HH,small_beef,189
2025-08-16,HH,small_lamb,121
2025-08-16,HH,big_taiwanese,92
2025-08-17,HH,small_beef,197
2025-08-17,HH,small_lamb,133
2025-08-17,HH,big_taiwanese,90
2025-08-18,HH,small_beef,110
2025-08-18,HH,small_lamb,75
2025-08-18,HH,big_taiwanese,59
2025-08-19,HH,small_beef,96
2025-08-19,HH,small_lamb,70
2025-08-19,HH,big_taiwanese,43
2025-08-20,HH,small_beef,94
2025-08-20,HH,small_lamb,61
2025-08-20,HH,big_taiwanese,44
2025-08-21,HH,small_beef,104
2025-08-21,HH,small_lamb,54
2025-08-21,HH,big_taiwanese,42
2025-08-22,HH,small_beef,152
2025-08-22,HH,small_lamb,95
2025-08-22,HH,big_taiwanese,76
2025-08-23,HH,small_beef,157
2025-08-23,HH,small_lamb,104
2025-08-23,HH,big_taiwanese,56
2025-08-24,HH,small_beef,152
2025-08-24,HH,small_lamb,98
2025-08-24,HH,big_taiwanese,77
2025-08-25,HH,small_beef,93
2025-08-25,HH,small_lamb,66
2025-08-25,HH,big_taiwanese,45
2025-08-26,HH,small_beef,113
2025-08-26,HH,small_lamb,68
2025-08-26,HH,big_taiwanese,64
2025-08-27,HH,small_beef,86
2025-08-27,HH,small_lamb,61
2025-08-27,HH,big_taiwanese,36
2025-08-28,HH,small_beef,110
2025-08-28,HH,small_lamb,88
2025-08-28,HH,big_taiwanese,54
2025-08-29,HH,small_beef,169
2025-08-29,HH,small_lamb,106
2025-08-29,HH,big_taiwanese,73
2025-08-30,HH,small_beef,137
2025-08-30,HH,small_lamb,94
2025-08-30,HH,big_taiwanese,66
2025-08-31,HH,small_beef,137
2025-08-31,HH,small_lamb,101
2025-08-31,HH,big_taiwanese,71
2025-09-01,HH,small_beef,113
2025-09-01,HH,small_lamb,61
2025-09-01,HH,big_taiwanese,47
2025-09-02,HH,small_beef,102
2025-09-02,HH,small_lamb,62
2025-09-02,HH,big_taiwanese,39
2025-09-03,HH,small_beef,99
2025-09-03,HH,small_lamb,53
2025-09-03,HH,big_taiwanese,43
2025-09-04,HH,small_beef,92
2025-09-04,HH,small_lamb,64
2025-09-04,HH,big_taiwanese,38
2025-09-05,HH,small_beef,152
2025-09-05,HH,small_lamb,81
2025-09-05,HH,big_taiwanese,66
2025-09-06,HH,small_beef,140
2025-09-06,HH,small_lamb,101
2025-09-06,HH,big_taiwanese,75
2025-09-07,HH,small_beef,146
2025-09-07,HH,small_lamb,116
2025-09-07,HH,big_taiwanese,75
2025-09-08,HH,small_beef,103
2025-09-08,HH,small_lamb,57
2025-09-08,HH,big_taiwanese,53
2025-09-09,HH,small_beef,112
2025-09-09,HH,small_lamb,71
2025-09-09,HH,big_taiwanese,53
2025-09-10,HH,small_beef,122
2025-09-10,HH,small_lamb,72
2025-09-10,HH,big_taiwanese,54
2025-09-11,HH,small_beef,108
2025-09-11,HH,small_lamb,86
