Date,Store_ID,lat_lon,highest_temperature,precipitation_percent,precipitation_mm,weather_code
2025-03-27,HH,34.0039:-117.9653,71.8,0,0.0,3
2025-03-28,HH,34.0039:-117.9653,72.7,0,0.1,51
2025-03-29,HH,34.0039:-117.9653,69.8,0,0.0,3
2025-03-30,HH,34.0039:-117.9653,65.0,0,0.4,51
2025-03-31,HH,34.0039:-117.9653,67.6,0,2.2,53
2025-04-01,HH,34.0039:-117.9653,65.7,0,0.0,3
2025-04-02,HH,34.0039:-117.9653,67.4,0,0.2,51
2025-04-03,HH,34.0039:-117.9653,67.7,0,3.3,63
2025-04-04,HH,34.0039:-117.9653,74.3,0,0.0,1
2025-04-05,HH,34.0039:-117.9653,81.9,0,0.0,1
2025-04-06,HH,34.0039:-117.9653,83.5,0,0.0,1
2025-04-07,HH,34.0039:-117.9653,80.7,0,0.0,3
2025-04-08,HH,34.0039:-117.9653,82.0,0,0.0,3
2025-04-09,HH,34.0039:-117.9653,86.6,0,0.0,0
2025-04-10,HH,34.0039:-117.9653,87.6,0,0.0,3
2025-04-11,HH,34.0039:-117.9653,86.8,0,0.0,3
2025-04-12,HH,34.0039:-117.9653,79.6,0,0.0,3
2025-04-13,HH,34.0039:-117.9653,76.2,0,0.0,3
2025-04-14,HH,34.0039:-117.9653,72.8,0,0.0,3
2025-04-15,HH,34.0039:-117.9653,69.3,0,0.0,3
2025-04-16,HH,34.0039:-117.9653,64.9,0,0.0,3
2025-04-17,HH,34.0039:-117.9653,63.4,0,1.6,51
2025-04-18,HH,34.0039:-117.9653,63.3,0,0.0,3
2025-04-19,HH,34.0039:-117.9653,77.5,0,0.0,2
2025-04-20,HH,34.0039:-117.9653,79.0,0,0.0,3
2025-04-21,HH,34.0039:-117.9653,77.2,0,0.0,3
2025-04-22,HH,34.0039:-117.9653,73.5,0,0.0,3
2025-04-23,HH,34.0039:-117.9653,70.5,0,0.0,3
2025-04-24,HH,34.0039:-117.9653,71.2,0,0.0,3
2025-04-25,HH,34.0039:-117.9653,64.3,0,0.1,51
2025-04-26,HH,34.0039:-117.9653,59.9,0,8.7,63
2025-04-27,HH,34.0039:-117.9653,61.8,0,0.4,51
2025-04-28,HH,34.0039:-117.9653,71.8,0,0.1,51
2025-04-29,HH,34.0039:-117.9653,78.9,0,0.0,1
2025-04-30,HH,34.0039:-117.9653,75.0,0,0.0,3
2025-05-01,HH,34.0039:-117.9653,74.9,0,0.1,51
2025-05-02,HH,34.0039:-117.9653,77.1,0,0.0,3
2025-05-03,HH,34.0039:-117.9653,72.3,0,0.0,3
2025-05-04,HH,34.0039:-117.9653,65.7,0,0.6,51
2025-05-05,HH,34.0039:-117.9653,70.3,0,1.1,51
2025-05-06,HH,34.0039:-117.9653,69.3,0,0.7,51
2025-05-07,HH,34.0039:-117.9653,78.5,0,0.1,51
2025-05-08,HH,34.0039:-117.9653,86.2,0,0.0,0
2025-05-09,HH,34.0039:-117.9653,98.2,0,0.0,0
2025-05-10,HH,34.0039:-117.9653,102.9,0,0.0,3
2025-05-11,HH,34.0039:-117.9653,94.6,0,0.0,3
2025-05-12,HH,34.0039:-117.9653,75.7,0,0.0,3
2025-05-13,HH,34.0039:-117.9653,72.1,0,0.0,3
2025-05-14,HH,34.0039:-117.9653,74.9,0,0.0,0
2025-05-15,HH,34.0039:-117.9653,79.7,0,0.0,3
2025-05-16,HH,34.0039:-117.9653,75.7,0,0.0,3
2025-05-17,HH,34.0039:-117.9653,66.0,0,0.1,51
2025-05-18,HH,34.0039:-117.9653,74.7,0,0.0,3
2025-05-19,HH,34.0039:-117.9653,86.4,0,0.0,1
2025-05-20,HH,34.0039:-117.9653,91.3,0,0.0,0
2025-05-21,HH,34.0039:-117.9653,91.9,0,0.0,0
2025-05-22,HH,34.0039:-117.9653,85.6,0,0.0,3
2025-05-23,HH,34.0039:-117.9653,78.4,0,0.0,3
2025-05-24,HH,34.0039:-117.9653,75.4,0,0.0,3
2025-05-25,HH,34.0039:-117.9653,76.4,0,0.0,3
2025-05-26,HH,34.0039:-117.9653,78.8,0,0.0,3
2025-05-27,HH,34.0039:-117.9653,81.6,0,0.0,3
2025-05-28,HH,34.0039:-117.9653,78.1,0,0.0,3
2025-05-29,HH,34.0039:-117.9653,81.3,0,0.0,3
2025-05-30,HH,34.0039:-117.9653,97.6,0,0.0,3
2025-05-31,HH,34.0039:-117.9653,91.1,0,0.0,3
2025-06-01,HH,34.0039:-117.9653,86.6,0,0.0,3
2025-06-02,HH,34.0039:-117.9653,79.7,0,0.0,1
2025-06-03,HH,34.0039:-117.9653,76.3,0,4.5,63
2025-06-04,HH,34.0039:-117.9653,77.4,0,0.0,3
2025-06-05,HH,34.0039:-117.9653,77.4,0,0.3,51
2025-06-06,HH,34.0039:-117.9653,80.3,0,0.0,3
2025-06-07,HH,34.0039:-117.9653,80.2,0,0.0,3
2025-06-08,HH,34.0039:-117.9653,81.0,0,0.0,3
2025-06-09,HH,34.0039:-117.9653,81.4,0,0.0,3
2025-06-10,HH,34.0039:-117.9653,85.6,0,0.0,3
2025-06-11,HH,34.0039:-117.9653,85.4,0,0.0,3
2025-06-12,HH,34.0039:-117.9653,83.4,0,0.0,3
2025-06-13,HH,34.0039:-117.9653,82.5,0,0.0,3
2025-06-14,HH,34.0039:-117.9653,88.5,0,0.0,3
2025-06-15,HH,34.0039:-117.9653,95.7,0,0.0,3
2025-06-16,HH,34.0039:-117.9653,93.8,0,0.0,2
2025-06-17,HH,34.0039:-117.9653,94.3,0,0.0,0
2025-06-18,HH,34.0039:-117.9653,92.6,0,0.0,0
2025-06-19,HH,34.0039:-117.9653,83.7,0,0.0,3
2025-06-20,HH,34.0039:-117.9653,80.1,0,0.0,3
2025-06-21,HH,34.0039:-117.9653,77.5,0,0.0,3
2025-06-22,HH,34.0039:-117.9653,82.6,0,0.0,0
2025-06-23,HH,34.0039:-117.9653,78.1,0,0.0,3
2025-06-24,HH,34.0039:-117.9653,80.5,0,0.0,3
2025-06-25,HH,34.0039:-117.9653,84.1,0,0.0,3
2025-06-26,HH,34.0039:-117.9653,84.7,0,0.0,3
2025-06-27,HH,34.0039:-117.9653,86.2,0,0.0,3
2025-06-28,HH,34.0039:-117.9653,90.5,0,0.0,1
2025-06-29,HH,34.0039:-117.9653,92.0,0,0.0,1
2025-06-30,HH,34.0039:-117.9653,90.1,0,0.0,3
2025-07-01,HH,34.0039:-117.9653,85.5,0,0.0,3
2025-07-02,HH,34.0039:-117.9653,82.3,0,0.0,3
2025-07-03,HH,34.0039:-117.9653,81.5,0,0.0,3
2025-07-04,HH,34.0039:-117.9653,86.6,0,0.0,3
2025-07-05,HH,34.0039:-117.9653,89.2,0,0.0,0
2025-07-06,HH,34.0039:-117.9653,87.7,0,0.0,1
2025-07-07,HH,34.0039:-117.9653,86.2,0,0.0,2
2025-07-08,HH,34.0039:-117.9653,91.0,0,0.0,1
2025-07-09,HH,34.0039:-117.9653,93.8,0,0.0,3
2025-07-10,HH,34.0039:-117.9653,93.9,0,0.0,3
2025-07-11,HH,34.0039:-117.9653,84.8,0,0.0,3
2025-07-12,HH,34.0039:-117.9653,83.2,0,0.0,3
2025-07-13,HH,34.0039:-117.9653,84.7,0,0.0,3
2025-07-14,HH,34.0039:-117.9653,85.7,0,0.0,3
2025-07-15,HH,34.0039:-117.9653,81.9,0,0.0,3
2025-07-16,HH,34.0039:-117.9653,83.1,0,0.0,0
2025-07-17,HH,34.0039:-117.9653,85.4,0,0.0,2
2025-07-18,HH,34.0039:-117.9653,84.4,0,0.0,3
2025-07-19,HH,34.0039:-117.9653,82.0,0,0.0,3
2025-07-20,HH,34.0039:-117.9653,80.7,0,0.0,3
2025-07-21,HH,34.0039:-117.9653,79.3,0,0.0,3
2025-07-22,HH,34.0039:-117.9653,81.8,0,0.0,3
2025-07-23,HH,34.0039:-117.9653,84.9,0,0.0,1
2025-07-24,HH,34.0039:-117.9653,86.0,0,0.0,2
2025-07-25,HH,34.0039:-117.9653,81.9,0,0.0,3
2025-07-26,HH,34.0039:-117.9653,81.4,0,0.0,3
2025-07-27,HH,34.0039:-117.9653,82.7,0,0.0,3
2025-07-28,HH,34.0039:-117.9653,84.0,0,0.0,3
2025-07-29,HH,34.0039:-117.9653,86.1,0,0.0,3
2025-07-30,HH,34.0039:-117.9653,87.0,0,0.0,3
2025-07-31,HH,34.0039:-117.9653,88.4,0,0.0,3
2025-08-01,HH,34.0039:-117.9653,86.4,0,0.0,3
2025-08-02,HH,34.0039:-117.9653,88.3,0,0.0,3
2025-08-03,HH,34.0039:-117.9653,91.2,0,0.0,3
2025-08-04,HH,34.0039:-117.9653,89.2,0,0.0,3
2025-08-05,HH,34.0039:-117.9653,92.4,0,0.0,3
2025-08-06,HH,34.0039:-117.9653,96.1,0,0.0,3
2025-08-07,HH,34.0039:-117.9653,101.4,0,0.0,3
2025-08-08,HH,34.0039:-117.9653,95.6,0,0.0,2
2025-08-09,HH,34.0039:-117.9653,88.4,0,0.0,1
2025-08-10,HH,34.0039:-117.9653,89.9,0,0.0,3
2025-08-11,HH,34.0039:-117.9653,88.2,0,0.0,2
2025-08-12,HH,34.0039:-117.9653,87.2,0,0.0,3
2025-08-13,HH,34.0039:-117.9653,86.8,0,0.0,3
2025-08-14,HH,34.0039:-117.9653,85.7,0,0.0,3
2025-08-15,HH,34.0039:-117.9653,81.1,0,0.0,3
2025-08-16,HH,34.0039:-117.9653,83.0,0,0.0,3
2025-08-17,HH,34.0039:-117.9653,85.7,0,0.0,3
2025-08-18,HH,34.0039:-117.9653,89.4,0,0.0,2
2025-08-19,HH,34.0039:-117.9653,92.6,0,0.0,1
2025-08-20,HH,34.0039:-117.9653,96.5,0,0.0,3
2025-08-21,HH,34.0039:-117.9653,97.6,0,0.0,3
2025-08-22,HH,34.0039:-117.9653,99.8,0,0.0,1
2025-08-23,HH,34.0039:-117.9653,95.9,0,0.0,3
2025-08-24,HH,34.0039:-117.9653,94.9,0,0.0,2
2025-08-25,HH,34.0039:-117.9653,93.4,0,0.0,1
2025-08-26,HH,34.0039:-117.9653,88.4,0,0.0,2
2025-08-27,HH,34.0039:-117.9653,93.1,0,0.0,3
2025-08-28,HH,34.0039:-117.9653,86.5,0,0.0,3
2025-08-29,HH,34.0039:-117.9653,95.3,0,0.0,0
2025-08-30,HH,34.0039:-117.9653,96.3,0,0.0,0
2025-08-31,HH,34.0039:-117.9653,96.5,0,0.0,0
2025-09-01,HH,34.0039:-117.9653,93.8,0,0.0,3
2025-09-02,HH,34.0039:-117.9653,98.4,0,0.0,3
2025-09-03,HH,34.0039:-117.9653,96.1,0,0.0,0
2025-09-04,HH,34.0039:-117.9653,93.7,0,0.0,0
2025-09-05,HH,34.0039:-117.9653,90.4,0,0.0,1
2025-09-06,HH,34.0039:-117.9653,92.3,0,0.0,1
2025-09-07,HH,34.0039:-117.9653,95.1,0,0.0,0
2025-09-08,HH,34.0039:-117.9653,90.2,0,0.0,0
2025-09-09,HH,34.0039:-117.9653,82.6,0,0.0,3
2025-09-10,HH,34.0039:-117.9653,80.1,0,0.0,3
2025-09-11,HH,34.0039:-117.9653,80.6,0,0.0,1
2025-09-12,HH,34.0039:-117.9653,82.3,0,0.1,51
2025-09-13,HH,34.0039:-117.9653,83.8,0,0.0,3
2025-09-14,HH,34.0039:-117.9653,87.2,0,0.0,3
2025-09-15,HH,34.0039:-117.9653,91.0,0,0.0,3
2025-09-16,HH,34.0039:-117.9653,94.3,0,0.0,3
2025-09-17,HH,34.0039:-117.9653,95.3,0,0.0,3
2025-09-18,HH,34.0039:-117.9653,80.3,0,24.0,65
2025-09-19,HH,34.0039:-117.9653,83.0,0,0.3,51
2025-09-20,HH,34.0039:-117.9653,87.7,0,0.0,0
2025-09-21,HH,34.0039:-117.9653,83.2,0,0.0,3
2025-09-22,HH,34.0039:-117.9653,89.5,0,0.0,3
2025-09-23,HH,34.0039:-117.9653,93.4,0,0.0,2
2025-09-24,HH,34.0039:-117.9653,89.3,0,0.3,51
2025-09-25,HH,34.0039:-117.9653,83.6,0,0.0,3
2025-09-26,HH,34.0039:-117.9653,81.1,0,0.2,51
2025-09-27,HH,34.0039:-117.9653,80.1,0,0.2,51
2025-09-28,HH,34.0039:-117.9653,81.8,0,0.0,3
2025-09-29,HH,34.0039:-117.9653,82.3,0,0.0,3
2025-09-30,HH,34.0039:-117.9653,79.7,0,0.0,3
2025-10-01,HH,34.0039:-117.9653,80.4,0,0.0,0
2025-10-02,HH,34.0039:-117.9653,81.7,0,0.0,1
2025-10-03,HH,34.0039:-117.9653,76.1,0,0.1,51
2025-10-04,HH,34.0039:-117.9653,79.1,0,0.0,3
2025-10-05,HH,34.0039:-117.9653,80.6,0,0.0,0
2025-10-06,HH,34.0039:-117.9653,81.1,0,0.0,3
2025-10-07,HH,34.0039:-117.9653,80.9,0,0.0,3
2025-10-08,HH,34.0039:-117.9653,79.4,0,0.0,3
2025-10-09,HH,34.0039:-117.9653,86.0,0,0.9,53
2025-10-10,HH,34.0039:-117.9653,87.5,0,8.6,63
2025-10-11,HH,34.0039:-117.9653,76.4,0,0.0,0
2025-10-12,HH,34.0039:-117.9653,76.6,0,0.0,3
2025-10-13,HH,34.0039:-117.9653,67.9,0,1.1,53
2025-10-14,HH,34.0039:-117.9653,60.2,0,25.8,63
2025-10-15,HH,34.0039:-117.9653,67.1,0,0.5,51
2025-10-16,HH,34.0039:-117.9653,73.0,0,0.0,0
2025-10-17,HH,34.0039:-117.9653,78.4,0,0.0,0
2025-10-18,HH,34.0039:-117.9653,80.7,0,0.0,2
2025-10-19,HH,34.0039:-117.9653,79.5,0,0.0,3
2025-10-20,HH,34.0039:-117.9653,81.0,0,0.0,0
2025-10-21,HH,34.0039:-117.9653,79.6,0,0.0,2
2025-10-22,HH,34.0039:-117.9653,72.4,0,0.0,3
2025-10-23,HH,34.0039:-117.9653,75.1,0,0.0,3
2025-10-24,HH,34.0039:-117.9653,80.6,0,0.0,3
2025-10-25,HH,34.0039:-117.9653,73.2,0,0.0,3
2025-10-26,HH,34.0039:-117.9653,73.4,0,0.0,3
2025-10-27,HH,34.0039:-117.9653,74.2,0,0.0,3
2025-10-28,HH,34.0039:-117.9653,86.2,0,0.0,3
2025-10-29,HH,34.0039:-117.9653,88.8,0,0.0,0
2025-10-30,HH,34.0039:-117.9653,85.1,0,0.0,0
2025-10-31,HH,34.0039:-117.9653,76.6,0,0.0,3
2025-11-01,HH,34.0039:-117.9653,74.9,0,0.0,3
2025-11-02,HH,34.0039:-117.9653,73.8,0,0.0,3
2025-11-03,HH,34.0039:-117.9653,72.1,0,0.0,3
2025-11-04,HH,34.0039:-117.9653,72.5,0,0.0,3
2025-11-05,HH,34.0039:-117.9653,70.2,0,0.0,3
2025-11-06,HH,34.0039:-117.9653,70.9,0,0.0,0
2025-11-07,HH,34.0039:-117.9653,78.7,0,0.0,3
2025-11-08,HH,34.0039:-117.9653,76.3,0,0.0,3
2025-11-09,HH,34.0039:-117.9653,81.7,0,0.0,3
2025-11-10,HH,34.0039:-117.9653,86.4,0,0.0,3
2025-11-11,HH,34.0039:-117.9653,76.1,0,0.0,3
2025-11-12,HH,34.0039:-117.9653,71.2,0,0.0,3
2025-11-13,HH,34.0039:-117.9653,74.5,0,0.1,51
2025-11-14,HH,34.0039:-117.9653,62.2,0,43.3,63
2025-11-15,HH,34.0039:-117.9653,61.8,0,49.5,63
2025-11-16,HH,34.0039:-117.9653,60.0,0,15.0,63
2025-11-17,HH,34.0039:-117.9653,62.4,0,17.9,63
2025-11-18,HH,34.0039:-117.9653,59.2,0,0.1,51
2025-11-19,HH,34.0039:-117.9653,60.5,0,0.0,2
2025-11-20,HH,34.0039:-117.9653,59.5,0,43.4,65
2025-11-21,HH,34.0039:-117.9653,64.0,0,23.4,63
2025-11-22,HH,34.0039:-117.9653,64.7,0,0.0,3
2025-11-23,HH,34.0039:-117.9653,66.5,0,0.0,0
2025-11-24,HH,34.0039:-117.9653,65.4,0,0.0,3
2025-11-25,HH,34.0039:-117.9653,71.8,0,0.0,0
2025-11-26,HH,34.0039:-117.9653,74.5,0,0.0,3
2025-11-27,HH,34.0039:-117.9653,75.0,0,0.0,3
2025-11-28,HH,34.0039:-117.9653,69.1,0,0.0,2
2025-11-29,HH,34.0039:-117.9653,66.4,0,0.0,3
2025-11-30,HH,34.0039:-117.9653,62.1,0,0.0,3
2025-12-01,HH,34.0039:-117.9653,67.4,0,0.0,3
2025-12-02,HH,34.0039:-117.9653,64.2,0,0.0,3
2025-12-03,HH,34.0039:-117.9653,63.1,0,0.3,51
2025-12-04,HH,34.0039:-117.9653,66.3,0,0.0,3
2025-12-05,HH,34.0039:-117.9653,66.7,0,0.0,0
2025-12-06,HH,34.0039:-117.9653,67.7,0,0.0,0
2025-12-07,HH,34.0039:-117.9653,71.2,0,0.0,0
2025-12-08,HH,34.0039:-117.9653,73.8,0,0.0,0
2025-12-09,HH,34.0039:-117.9653,78.5,0,0.0,0
2025-12-10,HH,34.0039:-117.9653,80.2,0,0.0,0
2025-12-11,HH,34.0039:-117.9653,78.8,0,0.0,0
2025-12-12,HH,34.0039:-117.9653,73.3,0,0.0,3
2025-12-13,HH,34.0039:-117.9653,66.9,0,0.0,3
2025-12-14,HH,34.0039:-117.9653,67.0,0,0.0,3
2025-12-15,HH,34.0039:-117.9653,67.5,0,0.0,3
2025-12-16,HH,34.0039:-117.9653,67.5,0,0.0,2
2025-12-17,HH,34.0039:-117.9653,63.7,0,0.0,3
2025-12-18,HH,34.0039:-117.9653,74.2,0,0.0,3
2025-12-19,HH,34.0039:-117.9653,70.0,0,0.0,3
2025-12-20,HH,34.0039:-117.9653,63.0,0,0.0,3
2025-12-21,HH,34.0039:-117.9653,67.3,0,0.0,3
2025-12-22,HH,34.0039:-117.9653,65.0,0,0.0,3
2025-12-23,HH,34.0039:-117.9653,61.2,0,2.4,55
2025-12-24,HH,34.0039:-117.9653,61.7,0,61.4,63
2025-12-25,HH,34.0039:-117.9653,64.0,0,9.8,61
2025-12-26,HH,34.0039:-117.9653,56.1,0,45.0,63
2025-12-27,HH,34.0039:-117.9653,60.2,0,0.1,51
2025-12-28,HH,34.0039:-117.9653,61.5,0,0.0,0
2025-12-29,HH,34.0039:-117.9653,65.9,0,0.0,3
2025-12-30,HH,34.0039:-117.9653,62.1,0,0.8,53
2025-12-31,HH,34.0039:-117.9653,62.4,0,20.4,63
2025-01-01,AR,34.1397:-118.0353,68.2,0,0.0,3
2025-01-02,AR,34.1397:-118.0353,76.9,0,0.0,3
2025-01-03,AR,34.1397:-118.0353,69.2,0,0.0,3
2025-01-04,AR,34.1397:-118.0353,62.4,0,0.0,3
2025-01-05,AR,34.1397:-118.0353,73.5,0,0.0,3
2025-01-06,AR,34.1397:-118.0353,71.6,0,0.0,3
2025-01-07,AR,34.1397:-118.0353,69.3,0,0.0,3
2025-01-08,AR,34.1397:-118.0353,70.0,0,0.0,3
2025-01-09,AR,34.1397:-118.0353,72.0,0,0.0,0
2025-01-10,AR,34.1397:-118.0353,68.0,0,0.0,0
2025-01-11,AR,34.1397:-118.0353,68.4,0,0.0,0
2025-01-12,AR,34.1397:-118.0353,66.2,0,0.0,0
2025-01-13,AR,34.1397:-118.0353,65.8,0,0.0,0
2025-01-14,AR,34.1397:-118.0353,64.9,0,0.0,0
2025-01-15,AR,34.1397:-118.0353,68.7,0,0.0,0
2025-01-16,AR,34.1397:-118.0353,67.6,0,0.0,0
2025-01-17,AR,34.1397:-118.0353,59.3,0,0.0,3
2025-01-18,AR,34.1397:-118.0353,61.9,0,0.0,2
2025-01-19,AR,34.1397:-118.0353,61.1,0,0.0,3
2025-01-20,AR,34.1397:-118.0353,67.6,0,0.0,3
2025-01-21,AR,34.1397:-118.0353,67.3,0,0.0,3
2025-01-22,AR,34.1397:-118.0353,78.1,0,0.0,3
2025-01-23,AR,34.1397:-118.0353,76.1,0,0.0,0
2025-01-24,AR,34.1397:-118.0353,72.8,0,0.0,3
2025-01-25,AR,34.1397:-118.0353,60.9,0,7.0,63
2025-01-26,AR,34.1397:-118.0353,52.6,0,24.6,63
2025-01-27,AR,34.1397:-118.0353,55.0,0,0.6,51
2025-01-28,AR,34.1397:-118.0353,56.9,0,0.0,3
2025-01-29,AR,34.1397:-118.0353,57.9,0,0.0,3
2025-01-30,AR,34.1397:-118.0353,56.1,0,0.0,3
2025-01-31,AR,34.1397:-118.0353,60.7,0,0.0,3
2025-02-01,AR,34.1397:-118.0353,66.3,0,0.0,3
2025-02-02,AR,34.1397:-118.0353,72.5,0,0.0,1
2025-02-03,AR,34.1397:-118.0353,70.4,0,0.0,3
2025-02-04,AR,34.1397:-118.0353,62.7,0,0.2,51
2025-02-05,AR,34.1397:-118.0353,60.4,0,9.8,53
2025-02-06,AR,34.1397:-118.0353,60.5,0,19.5,63
2025-02-07,AR,34.1397:-118.0353,61.7,0,15.4,63
2025-02-08,AR,34.1397:-118.0353,61.4,0,0.1,51
2025-02-09,AR,34.1397:-118.0353,68.3,0,0.0,3
2025-02-10,AR,34.1397:-118.0353,60.5,0,0.0,3
2025-02-11,AR,34.1397:-118.0353,60.4,0,0.0,3
2025-02-12,AR,34.1397:-118.0353,53.6,0,3.7,53
2025-02-13,AR,34.1397:-118.0353,56.8,0,69.9,63
2025-02-14,AR,34.1397:-118.0353,60.6,0,9.6,61
2025-02-15,AR,34.1397:-118.0353,62.9,0,0.0,3
2025-02-16,AR,34.1397:-118.0353,68.7,0,0.0,3
2025-02-17,AR,34.1397:-118.0353,65.6,0,0.0,3
2025-02-18,AR,34.1397:-118.0353,64.5,0,0.0,3
2025-02-19,AR,34.1397:-118.0353,69.3,0,0.0,3
2025-02-20,AR,34.1397:-118.0353,70.3,0,0.0,3
2025-02-21,AR,34.1397:-118.0353,71.7,0,0.0,3
2025-02-22,AR,34.1397:-118.0353,72.8,0,0.0,3
2025-02-23,AR,34.1397:-118.0353,75.1,0,0.0,0
2025-02-24,AR,34.1397:-118.0353,75.2,0,0.0,0
2025-02-25,AR,34.1397:-118.0353,75.8,0,0.0,0
